,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
66,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_go_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
67,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_placard.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
68,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_air_fright.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
69,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_turn_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
70,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_scan_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
71,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_drive_forward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
72,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_wright.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
73,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_scan_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
74,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_leftmost.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
75,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_backward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
76,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_do_a_barrel_roll.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
77,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_go_on.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
78,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_stop.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
79,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_go_back.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
80,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_go_away.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
81,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_go_forward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
82,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_left_hander.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
83,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_manufactured.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
84,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_clefting.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
85,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_don_t_go_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
86,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_right_hander.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
87,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_backwardness.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
88,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_turn_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
89,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_drive_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
90,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_fright.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
91,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_don_t_go_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
92,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_drive_ahead.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
93,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_right_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
94,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_move_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
95,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_drive_backward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
96,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_grith.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
97,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_write.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
98,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_drawback.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
99,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_forwardness.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
100,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_left.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
101,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_byte.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
102,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_move_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
103,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_felt.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
104,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_straightforward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
105,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
106,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_left_right.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
107,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57/321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57_forward.wav,321a869b-0ab2-480a-9c4c-24a3d7328d0a_2020-08-19_20-17-57,22-25,german,female
108,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_drive_ahead.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
109,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_forward.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
110,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_right_hander.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
111,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_drive_forward.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
112,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_fright.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
113,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_felt.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
114,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_backwardness.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
115,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_left.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
116,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_turn_right.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
117,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_byte.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
118,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_go_right.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
119,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_scan_right.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
120,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_move_left.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
121,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_don_t_go_forward.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
122,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_manufactured.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
123,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_bad_word.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
124,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_left_hander.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
125,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_right.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
126,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_forwardness.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
127,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_straightforward.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
128,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_do_a_barrel_roll.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
129,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_backward.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
130,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_leftmost.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
131,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_air_fright.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
132,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07/bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07_grith.wav,bb05292a-32da-4c0a-8c0b-b09d368e20bc_2020-08-20_21-07-07,30-33,german,male
